"subjects","E","S","R","rt"
"rt3t","speed","left","right",0.4841
"rt3t","accuracy","right","right",0.4941
"rt3t","accuracy","right","right",0.4483
"rt3t","speed","right","left",0.4498
"rt3t","neutral","right","right",0.6083
"rt3t","speed","left","left",0.4899
"rt3t","speed","right","left",0.5046
"rt3t","speed","left","left",0.4226
"rt3t","accuracy","left","left",0.4083
"rt3t","neutral","left","left",0.4337
"rt3t","accuracy","left","left",0.4121
"rt3t","speed","right","right",0.6475
"rt3t","neutral","right","left",0.4222
"rt3t","neutral","left","left",0.4497
"rt3t","speed","left","left",0.4523
"rt3t","accuracy","right","right",0.5238
"rt3t","accuracy","right","left",0.5229
"rt3t","neutral","left","left",0.4814
"rt3t","neutral","right","right",0.5777
"rt3t","accuracy","left","left",0.5511
"rt3t","accuracy","right","right",0.4676
"rt3t","neutral","right","right",0.427
"rt3t","neutral","right","right",0.4734
"rt3t","neutral","right","right",0.4597
"rt3t","neutral","right","right",0.4999
"rt3t","neutral","left","left",0.4994
"rt3t","accuracy","right","right",0.517
"rt3t","speed","right","right",0.5269
"rt3t","accuracy","left","right",0.5367
"rt3t","accuracy","left","left",0.4739
"rt3t","speed","left","left",0.43
"rt3t","accuracy","right","left",0.5273
"rt3t","neutral","left","left",0.5299
"rt3t","accuracy","right","right",0.6529
"rt3t","accuracy","left","left",0.6941
"rt3t","neutral","left","left",0.6614
"rt3t","accuracy","right","left",0.278
"rt3t","accuracy","right","left",0.462
"rt3t","speed","right","right",0.4253
"rt3t","neutral","left","left",0.4566
"rt3t","accuracy","right","right",0.449
"rt3t","speed","left","left",0.4266
"rt3t","accuracy","right","right",0.3497
"rt3t","accuracy","right","left",0.423
"rt3t","accuracy","right","right",0.4735
"rt3t","accuracy","right","right",0.4112
"rt3t","speed","right","right",0.4605
"rt3t","neutral","right","right",0.6877
"rt3t","neutral","right","left",0.5909
"rt3t","neutral","left","left",0.593
"rt3t","neutral","left","left",0.4913
"rt3t","neutral","left","right",0.5297
"rt3t","speed","left","left",0.4018
"rt3t","accuracy","right","right",0.6644
"rt3t","neutral","right","left",0.8394
"rt3t","speed","left","left",0.4528
"rt3t","accuracy","left","left",0.5391
"rt3t","accuracy","right","right",0.6622
"rt3t","speed","left","left",0.4817
"rt3t","speed","right","right",0.4608
"rt3t","speed","left","left",0.4138
"rt3t","accuracy","right","left",0.4589
"rt3t","neutral","left","left",0.4639
"rt3t","accuracy","left","left",0.5303
"rt3t","speed","left","left",0.5325
"rt3t","accuracy","right","right",0.5212
"rt3t","accuracy","right","left",0.4495
"rt3t","accuracy","right","right",0.5318
"rt3t","neutral","left","left",0.6517
"rt3t","accuracy","left","left",0.4765
"rt3t","accuracy","left","left",0.5467
"rt3t","accuracy","left","left",0.4639
"rt3t","accuracy","right","left",0.5191
"rt3t","speed","right","left",0.4297
"rt3t","speed","right","right",0.6155
"rt3t","neutral","left","left",0.4684
"rt3t","speed","left","left",0.557
"rt3t","speed","right","left",0.637
"rt3t","accuracy","right","right",0.7697
"rt3t","speed","left","left",0.7648
"rt3t","accuracy","left","right",0.794
"rt3t","accuracy","right","left",0.4632
"rt3t","speed","left","left",0.5757
"rt3t","speed","right","right",0.6262
"rt3t","speed","left","left",0.4292
"rt3t","neutral","left","left",0.6417
"rt3t","neutral","left","left",0.4856
"rt3t","accuracy","right","right",0.4841
"rt3t","neutral","left","left",0.5629
"rt3t","accuracy","left","left",0.5483
"rt3t","neutral","right","right",0.538
"rt3t","accuracy","right","right",0.6035
"rt3t","speed","right","left",0.5822
"rt3t","accuracy","right","left",1.0796
"rt3t","accuracy","right","right",0.7368
"rt3t","accuracy","left","left",0.4402
"rt3t","accuracy","right","left",0.5462
"rt3t","neutral","right","right",0.5236
"rt3t","neutral","left","left",0.5017
"rt3t","accuracy","left","left",0.6542
"rt3t","neutral","left","left",0.7364
"rt3t","neutral","right","right",0.5438
"rt3t","speed","right","left",0.5673
"rt3t","neutral","left","left",0.5475
"rt3t","accuracy","left","left",0.5168
"rt3t","neutral","left","left",0.5035
"rt3t","speed","left","left",0.5629
"rt3t","speed","left","left",0.6212
"rt3t","speed","left","left",0.563
"rt3t","neutral","left","left",0.5056
"rt3t","neutral","left","left",0.51
"rt3t","speed","right","right",0.5789
"rt3t","speed","left","left",0.486
"rt3t","neutral","right","right",0.4946
"rt3t","speed","right","left",0.5424
"rt3t","speed","right","left",0.5897
"rt3t","accuracy","left","left",0.4863
"rt3t","speed","left","left",0.6119
"rt3t","speed","left","left",0.6786
"rt3t","speed","left","left",0.4933
"rt3t","accuracy","right","right",0.5953
"rt3t","accuracy","left","left",0.5607
"rt3t","accuracy","right","right",0.5135
"rt3t","speed","right","right",0.5541
"rt3t","neutral","right","left",0.4807
"rt3t","speed","right","left",0.3972
"rt3t","neutral","left","left",0.5812
"rt3t","accuracy","right","left",1.3757
"rt3t","speed","right","left",0.4596
"rt3t","neutral","right","left",1.1725
"rt3t","accuracy","left","right",0.5492
"rt3t","speed","left","left",0.4077
"rt3t","speed","left","left",0.4013
"rt3t","neutral","left","right",0.4815
"rt3t","neutral","left","left",0.5287
"rt3t","speed","left","left",0.5337
"rt3t","accuracy","left","right",0.4695
"rt3t","accuracy","right","left",0.4884
"rt3t","speed","left","left",0.5042
"rt3t","speed","left","left",0.5009
"rt3t","neutral","right","left",0.4884
"rt3t","speed","left","left",0.3692
"rt3t","accuracy","left","right",0.5445
"rt3t","speed","right","left",1.0001
"rt3t","neutral","left","left",0.5754
"rt3t","speed","left","left",0.6325
"rt3t","speed","left","left",0.3997
"rt3t","accuracy","left","left",0.4287
"rt3t","neutral","left","left",0.7398
"rt3t","accuracy","right","right",0.5536
"rt3t","speed","right","right",0.6411
"rt3t","neutral","left","left",0.4404
"rt3t","neutral","right","right",0.574
"rt3t","accuracy","right","left",0.5302
"rt3t","neutral","left","left",0.5545
"rt3t","accuracy","right","left",0.5138
"rt3t","accuracy","right","left",0.7464
"rt3t","neutral","right","right",0.5738
"rt3t","neutral","left","left",0.5038
"rt3t","speed","left","left",0.5448
"rt3t","neutral","left","left",0.4802
"rt3t","speed","right","right",0.4758
"rt3t","speed","left","left",0.3547
"rt3t","accuracy","left","left",0.3789
"rt3t","neutral","right","right",0.375
"rt3t","accuracy","left","left",0.5696
"rt3t","neutral","right","right",0.4793
"rt3t","speed","right","right",0.4236
"rt3t","neutral","left","left",0.3104
"rt3t","accuracy","left","left",0.3535
"rt3t","accuracy","right","left",0.3611
"rt3t","neutral","left","right",0.4211
"rt3t","accuracy","right","left",0.3709
"rt3t","accuracy","right","right",0.3666
"rt3t","accuracy","right","left",0.4531
"rt3t","accuracy","left","left",0.4664
"rt3t","speed","left","left",0.4056
"rt3t","neutral","left","right",0.3829
"rt3t","accuracy","left","left",0.3798
"rt3t","accuracy","left","right",0.52
"rt3t","accuracy","left","left",0.5109
"rt3t","speed","left","left",0.534
"rt3t","speed","left","left",0.4123
"rt3t","speed","right","right",0.2831
"rt3t","neutral","left","left",0.3648
"rt3t","speed","right","left",0.3183
"rt3t","neutral","right","right",0.4771
"rt3t","speed","left","left",0.2783
"rt3t","speed","left","right",0.3432
"rt3t","speed","right","left",0.3964
"rt3t","accuracy","right","left",0.3515
"rt3t","neutral","left","right",0.3587
"rt3t","accuracy","right","left",0.408
"rt3t","accuracy","right","right",0.2687
"rt3t","accuracy","left","left",0.5185
"rt3t","accuracy","right","left",0.279
"rt3t","speed","right","right",0.5136
"rt3t","neutral","right","left",0.3474
"rt3t","speed","right","left",0.3805
"rt3t","accuracy","left","left",0.3087
"rt3t","speed","left","left",0.356
"rt3t","accuracy","left","left",0.4043
"rt3t","speed","left","left",0.3727
"rt3t","accuracy","right","left",0.3788
"rt3t","speed","left","left",0.3306
"rt3t","accuracy","left","left",0.4534
"rt3t","accuracy","left","left",0.3766
"rt3t","accuracy","right","left",0.4703
"rt3t","accuracy","left","left",0.521
"rt3t","speed","right","right",0.8606
"rt3t","neutral","left","left",0.7446
"rt3t","speed","left","left",0.3958
"rt3t","accuracy","left","right",0.5408
"rt3t","neutral","left","left",0.6243
"rt3t","accuracy","left","right",0.5613
"rt3t","neutral","right","left",0.5183
"rt3t","accuracy","left","left",0.4371
"rt3t","neutral","right","left",0.45
"rt3t","neutral","right","right",0.4332
"rt3t","accuracy","right","left",0.8077
"rt3t","accuracy","right","left",0.9321
"rt3t","neutral","right","left",1.3739
"rt3t","neutral","left","right",0.4349
"rt3t","neutral","right","right",0.5588
"rt3t","neutral","left","left",0.7215
"rt3t","neutral","right","left",0.3356
"rt3t","speed","left","left",0.5313
"rt3t","accuracy","right","left",0.4417
"rt3t","neutral","left","right",0.6229
"rt3t","accuracy","right","left",0.3938
"rt3t","accuracy","left","left",0.4443
"rt3t","speed","left","left",0.499
"rt3t","accuracy","right","left",0.4852
"rt3t","speed","left","left",0.401
"rt3t","neutral","right","right",0.5575
"rt3t","accuracy","left","left",0.6658
"rt3t","accuracy","right","right",0.443
"rt3t","speed","left","left",0.4845
"rt3t","accuracy","right","right",0.5211
"rt3t","speed","left","right",0.5487
"rt3t","speed","left","right",0.5411
"rt3t","speed","left","left",0.5273
"rt3t","neutral","right","right",0.5693
"rt3t","neutral","right","right",0.499
"rt3t","speed","left","left",0.4167
"rt3t","accuracy","left","right",0.5439
"rt3t","speed","right","left",0.3707
"rt3t","speed","left","left",0.367
"rt3t","neutral","right","right",0.6062
"rt3t","neutral","right","left",0.3779
"rt3t","accuracy","right","left",0.4594
"rt3t","neutral","right","right",0.4974
"rt3t","accuracy","left","left",0.4433
"rt3t","accuracy","left","left",0.435
"rt3t","accuracy","left","right",0.5139
"rt3t","neutral","left","left",0.4962
"rt3t","neutral","right","right",0.5984
"rt3t","accuracy","right","right",0.5644
"rt3t","neutral","left","left",0.6144
"rt3t","neutral","right","right",0.5553
"rt3t","speed","left","left",0.5498
"rt3t","neutral","right","right",0.4091
"rt3t","accuracy","right","left",0.3318
"rt3t","accuracy","left","left",0.5674
"rt3t","speed","left","left",0.5189
"rt3t","accuracy","left","right",0.4248
"rt3t","accuracy","right","left",0.7793
"rt3t","speed","left","left",0.4348
"rt3t","speed","right","left",0.4927
"rt3t","neutral","right","right",0.4542
"rt3t","accuracy","right","left",0.4795
"rt3t","speed","right","right",0.5485
"rt3t","accuracy","left","left",0.4391
"rt3t","neutral","right","left",0.3171
"rt3t","accuracy","left","right",0.4052
"rt3t","accuracy","left","left",0.5407
"rt3t","speed","left","right",0.4353
"rt3t","speed","left","left",0.3729
"rt3t","neutral","left","right",0.5704
"rt3t","speed","left","left",0.4546
"rt3t","speed","left","left",1.4704
"rt3t","speed","left","right",0.6799
"rt3t","speed","left","left",0.4098
"rt3t","speed","right","right",0.3669
"rt3t","accuracy","left","left",0.3787
"rt3t","neutral","right","right",0.5068
"rt3t","accuracy","right","left",0.4787
"rt3t","speed","right","left",0.5275
"rt3t","neutral","left","right",0.4623
"rt3t","accuracy","right","left",0.3487
"rt3t","neutral","right","right",0.7207
"rt3t","accuracy","right","right",0.6582
"rt3t","speed","left","left",0.4572
"rt3t","accuracy","right","left",0.7085
"rt3t","speed","left","left",0.5205
"rt3t","speed","right","right",0.5354
"rt3t","neutral","left","left",0.6206
"rt3t","accuracy","left","left",0.5305
"rt3t","speed","right","right",0.5252
"rt3t","accuracy","left","left",0.647
"rt3t","neutral","left","left",0.6356
"rt3t","neutral","right","right",0.9128
"rt3t","speed","right","right",0.7349
"rt3t","speed","right","right",0.7093
"rt3t","neutral","left","left",0.9941
"rt3t","neutral","left","left",0.8471
"rt3t","accuracy","left","left",0.6346
"rt3t","speed","right","right",0.6007
"rt3t","speed","right","left",0.3704
"rt3t","neutral","right","left",0.9861
"rt3t","accuracy","right","left",0.5084
"rt3t","neutral","right","right",0.4902
"rt3t","speed","right","left",0.4121
"rt3t","neutral","left","left",0.7397
"rt3t","accuracy","left","left",0.7176
"rt3t","accuracy","left","left",0.578
"rt3t","neutral","right","left",0.5066
"rt3t","accuracy","right","left",0.5203
"rt3t","neutral","right","right",0.5997
"rt3t","accuracy","left","left",0.9283
"rt3t","accuracy","right","right",0.7813
"rt3t","speed","right","right",0.7215
"rt3t","neutral","left","left",0.5437
"rt3t","accuracy","left","left",0.6162
"rt5t","neutral","left","left",0.4574
"rt5t","neutral","left","left",0.4762
"rt5t","speed","right","left",0.3588
"rt5t","neutral","left","left",0.4275
"rt5t","accuracy","right","right",0.517
"rt5t","speed","left","left",0.3893
"rt5t","neutral","right","left",0.6963
"rt5t","speed","right","left",0.8015
"rt5t","neutral","left","left",0.675
"rt5t","speed","left","left",0.5741
"rt5t","speed","left","left",0.3941
"rt5t","speed","left","left",0.4348
"rt5t","neutral","right","right",0.4056
"rt5t","speed","left","left",0.4576
"rt5t","accuracy","right","right",0.6447
"rt5t","neutral","left","left",0.4581
"rt5t","speed","left","left",0.7477
"rt5t","accuracy","right","right",0.7385
"rt5t","accuracy","right","right",0.5363
"rt5t","speed","left","left",0.4816
"rt5t","accuracy","left","left",0.6354
"rt5t","neutral","right","right",0.5944
"rt5t","accuracy","left","left",0.4846
"rt5t","speed","right","right",0.6326
"rt5t","speed","right","right",0.4244
"rt5t","speed","left","left",0.4451
"rt5t","speed","right","left",0.3657
"rt5t","neutral","right","right",0.5224
"rt5t","neutral","right","right",0.8952
"rt5t","accuracy","right","right",0.6507
"rt5t","neutral","right","right",0.4777
"rt5t","speed","left","right",0.3186
"rt5t","neutral","left","left",0.6076
"rt5t","accuracy","right","left",0.5216
"rt5t","accuracy","left","left",0.8719
"rt5t","speed","left","left",0.9249
"rt5t","speed","left","left",0.4132
"rt5t","speed","left","left",0.3069
"rt5t","neutral","right","left",0.3618
"rt5t","accuracy","right","right",0.5174
"rt5t","accuracy","left","left",0.4334
"rt5t","speed","right","left",0.4462
"rt5t","accuracy","right","left",0.4222
"rt5t","neutral","left","left",0.7015
"rt5t","accuracy","right","right",0.5286
"rt5t","neutral","left","left",0.73
"rt5t","accuracy","right","right",0.8006
"rt5t","speed","right","right",0.3405
"rt5t","neutral","right","right",0.4392
"rt5t","accuracy","right","right",0.5319
"rt5t","speed","left","left",0.6086
"rt5t","accuracy","left","left",0.6617
"rt5t","accuracy","right","left",0.5473
"rt5t","accuracy","left","left",0.5847
"rt5t","neutral","left","left",0.5948
"rt5t","accuracy","right","right",0.5925
"rt5t","accuracy","left","left",1.3808
"rt5t","neutral","right","right",0.5606
"rt5t","accuracy","left","left",0.5181
"rt5t","accuracy","right","right",0.5285
"rt5t","speed","left","left",0.4656
"rt5t","speed","right","left",0.3429
"rt5t","neutral","right","left",0.3516
"rt5t","neutral","left","right",0.6421
"rt5t","neutral","right","right",0.6954
"rt5t","accuracy","right","right",0.6007
"rt5t","neutral","left","left",0.7011
"rt5t","neutral","right","left",0.7543
"rt5t","speed","left","left",0.4423
"rt5t","accuracy","left","left",0.4677
"rt5t","accuracy","left","left",0.4678
"rt5t","neutral","left","left",0.9439
"rt5t","neutral","right","right",0.8211
"rt5t","speed","left","right",0.4103
"rt5t","accuracy","right","right",1.114
"rt5t","accuracy","left","right",0.6447
"rt5t","neutral","left","left",0.4994
"rt5t","accuracy","right","right",0.8169
"rt5t","accuracy","left","left",0.6642
"rt5t","speed","right","right",0.5232
"rt5t","speed","right","right",0.4032
"rt5t","speed","right","right",0.2574
"rt5t","neutral","left","left",0.3889
"rt5t","speed","right","left",0.3762
"rt5t","accuracy","left","left",0.3358
"rt5t","speed","left","left",0.4103
"rt5t","speed","right","left",0.3557
"rt5t","accuracy","left","right",0.5431
"rt5t","speed","left","left",0.3213
"rt5t","speed","right","left",0.3772
"rt5t","speed","left","right",0.4611
"rt5t","speed","right","left",0.5371
"rt5t","speed","right","right",0.4042
"rt5t","accuracy","left","left",0.4991
"rt5t","accuracy","left","left",0.457
"rt5t","speed","right","right",0.3855
"rt5t","speed","right","left",0.4639
"rt5t","neutral","right","left",0.3847
"rt5t","speed","right","left",0.7528
"rt5t","speed","right","left",0.5854
"rt5t","speed","left","left",0.3768
"rt5t","accuracy","right","right",0.4336
"rt5t","accuracy","right","right",0.4754
"rt5t","neutral","left","left",0.5845
"rt5t","neutral","right","left",0.4996
"rt5t","neutral","right","right",0.6689
"rt5t","neutral","right","right",0.5785
"rt5t","neutral","right","right",0.4776
"rt5t","neutral","right","right",0.8917
"rt5t","speed","right","left",0.7009
"rt5t","accuracy","right","right",0.4024
"rt5t","neutral","left","left",0.4846
"rt5t","neutral","right","right",1.0107
"rt5t","neutral","right","right",0.7002
"rt5t","neutral","right","right",0.4672
"rt5t","accuracy","right","right",0.4608
"rt5t","speed","left","left",0.3723
"rt5t","neutral","right","right",0.5947
"rt5t","neutral","right","right",0.6068
"rt5t","neutral","right","right",0.4276
"rt5t","speed","right","left",0.34
"rt5t","speed","right","right",0.4937
"rt5t","speed","left","left",0.4322
"rt5t","speed","right","left",0.3488
"rt5t","speed","right","left",0.2981
"rt5t","neutral","right","right",0.5693
"rt5t","speed","right","right",0.3783
"rt5t","speed","left","right",0.2697
"rt5t","neutral","left","left",0.3958
"rt5t","accuracy","left","left",0.5686
"rt5t","accuracy","right","right",0.5444
"rt5t","accuracy","right","right",0.7931
"rt5t","speed","right","right",0.5771
"rt5t","speed","left","right",0.3975
"rt5t","accuracy","left","left",0.793
"rt5t","accuracy","left","left",0.4877
"rt5t","neutral","right","left",0.623
"rt5t","speed","left","left",0.701
"rt5t","neutral","right","right",0.7436
"rt5t","speed","right","right",0.4173
"rt5t","neutral","right","right",0.4436
"rt5t","accuracy","left","left",1.217
"rt5t","accuracy","right","right",0.6654
"rt5t","accuracy","right","right",0.5945
"rt5t","speed","left","left",0.7137
"rt5t","accuracy","right","left",0.4484
"rt5t","speed","left","left",0.3727
"rt5t","speed","left","left",0.4442
"rt5t","neutral","left","left",0.4604
"rt5t","accuracy","right","right",0.9623
"rt5t","accuracy","left","right",0.5057
"rt5t","neutral","right","left",0.5178
"rt5t","speed","left","left",0.3042
"rt5t","accuracy","left","left",0.6705
"rt5t","accuracy","left","left",0.4545
"rt5t","speed","left","left",0.3791
"rt5t","neutral","right","right",0.4541
"rt5t","accuracy","left","left",0.6765
"rt5t","accuracy","right","right",0.5682
"rt5t","speed","left","left",0.7018
"rt5t","neutral","left","left",0.6005
"rt5t","neutral","left","left",0.4654
"rt5t","accuracy","right","left",0.5304
"rt5t","neutral","right","right",0.4414
"rt5t","accuracy","left","left",0.495
"rt5t","speed","right","right",0.4414
"rt5t","neutral","right","left",0.3898
"rt5t","neutral","left","left",0.4183
"rt5t","accuracy","left","left",0.4463
"rt5t","neutral","right","left",0.549
"rt5t","speed","left","left",0.6649
"rt5t","accuracy","left","right",0.5167
"rt5t","neutral","right","right",0.6906
"rt5t","speed","right","left",0.4617
"rt5t","accuracy","right","right",0.5356
"rt5t","speed","left","right",0.343
"rt5t","speed","right","right",0.3647
"rt5t","accuracy","left","right",0.3935
"rt5t","speed","right","left",0.3875
"rt5t","speed","right","right",0.5703
"rt5t","speed","right","left",0.6045
"rt5t","speed","left","left",0.3923
"rt5t","accuracy","left","right",0.603
"rt5t","speed","left","left",0.5154
"rt5t","accuracy","right","right",0.7308
"rt5t","accuracy","right","right",0.9056
"rt5t","speed","left","left",0.4794
"rt5t","speed","right","left",0.4145
"rt5t","neutral","right","left",0.3168
"rt5t","accuracy","left","right",0.4722
"rt5t","speed","left","left",0.5497
"rt5t","accuracy","right","left",0.5174
"rt5t","speed","right","left",0.7911
"rt5t","accuracy","right","right",1.3239
"rt5t","accuracy","right","right",0.6741
"rt5t","accuracy","left","right",0.473
"rt5t","neutral","left","left",0.7768
"rt5t","neutral","right","right",0.925
"rt5t","neutral","left","left",0.4948
"rt5t","neutral","right","left",0.5704
"rt5t","neutral","left","left",0.5936
"rt5t","speed","right","right",0.4017
"rt5t","accuracy","left","left",0.5963
"rt5t","speed","right","left",0.3739
"rt5t","speed","right","right",0.6449
"rt5t","speed","right","left",0.87
"rt5t","neutral","right","left",0.8432
"rt5t","speed","left","left",0.5609
"rt5t","accuracy","right","right",0.6371
"rt5t","neutral","left","left",0.4367
"rt5t","accuracy","left","right",0.6061
"rt5t","neutral","left","left",1.2474
"rt5t","speed","left","left",0.5602
"rt5t","neutral","left","left",0.3716
"rt5t","accuracy","left","left",0.4921
"rt5t","accuracy","left","left",0.5562
"rt5t","neutral","right","left",0.5861
"rt5t","accuracy","left","right",1.1312
"rt5t","speed","right","left",0.2892
"rt5t","neutral","left","left",0.4184
"rt5t","speed","right","right",0.3158
"rt5t","accuracy","right","right",1.265
"rt5t","neutral","right","left",0.5631
"rt5t","neutral","right","right",0.7948
"rt5t","neutral","left","right",1.1093
"rt5t","accuracy","right","right",1.3554
"rt5t","accuracy","left","right",0.4179
"rt5t","neutral","left","left",0.6601
"rt5t","neutral","right","left",0.4724
"rt5t","accuracy","right","right",0.5004
"rt5t","neutral","right","left",1.2464
"rt5t","speed","left","right",0.5735
"rt5t","neutral","left","right",0.4427
"rt5t","neutral","left","left",1.392
"rt5t","accuracy","left","left",0.4667
"rt5t","speed","left","left",0.2513
"rt5t","accuracy","left","right",0.4904
"rt5t","neutral","left","left",0.7904
"rt5t","speed","left","left",0.955
"rt5t","speed","left","left",0.5899
"rt5t","neutral","left","left",0.4412
"rt5t","accuracy","right","left",0.2765
"rt5t","accuracy","right","left",0.9647
"rt5t","neutral","left","left",0.402
"rt5t","accuracy","right","left",0.3401
"rt5t","speed","left","right",0.3721
"rt5t","neutral","right","right",0.9728
"rt5t","speed","right","left",0.3518
"rt5t","neutral","left","left",1.2834
"rt5t","speed","left","left",1.1525
"rt5t","neutral","left","left",0.5221
"rt5t","speed","left","left",0.7381
"rt5t","speed","left","right",0.4193
"rt5t","speed","left","left",0.415
"rt5t","accuracy","right","right",1.1809
"rt5t","neutral","left","left",0.9147
"rt5t","speed","left","left",0.9597
"rt5t","neutral","left","left",0.6285
"rt5t","neutral","left","left",0.4082
"rt5t","accuracy","right","left",0.5794
"rt5t","speed","right","right",0.3483
"rt5t","neutral","left","left",0.5375
"rt5t","speed","left","left",0.3766
"rt5t","accuracy","left","right",0.3095
"rt5t","accuracy","right","left",1.1032
"rt5t","speed","left","right",0.8068
"rt5t","speed","left","left",1.1296
"rt5t","speed","right","left",0.6983
"rt5t","speed","left","left",0.9929
"rt5t","neutral","right","right",0.4889
"rt5t","speed","left","right",1.1422
"rt5t","speed","left","right",0.4861
"rt5t","speed","right","left",0.2509
"rt5t","accuracy","right","left",0.8524
"rt5t","neutral","right","left",0.2812
"rt5t","accuracy","left","left",0.3972
"rt5t","speed","left","left",1.0891
"rt5t","speed","left","left",0.642
"rt5t","neutral","left","right",0.7499
"rt5t","neutral","left","left",0.4908
"rt5t","neutral","left","left",0.4208
"rt5t","neutral","left","left",0.9493
"rt5t","neutral","left","left",0.9107
"rt5t","neutral","left","left",0.4488
"rt5t","neutral","right","right",0.411
"rt5t","neutral","left","left",0.9519
"rt5t","speed","left","left",0.3823
"rt5t","speed","right","right",0.5244
"rt5t","neutral","right","left",0.3471
"rt5t","neutral","right","right",0.4673
"rt5t","speed","right","right",0.5526
"rt5t","accuracy","left","left",0.6696
"rt5t","accuracy","left","left",0.4618
"rt5t","speed","right","left",0.3892
"rt5t","neutral","left","left",0.6262
"rt5t","speed","left","right",0.4096
"rt5t","speed","right","left",0.4487
"rt5t","accuracy","right","left",0.3765
"rt5t","neutral","right","left",0.578
"rt5t","accuracy","right","left",0.3122
"rt5t","accuracy","right","right",0.5087
"rt5t","accuracy","left","left",0.3982
"rt5t","neutral","right","left",0.5319
"rt5t","accuracy","left","right",0.532
"rt5t","speed","left","left",0.5309
"rt5t","accuracy","left","left",0.6354
"rt5t","accuracy","left","left",0.3152
"rt5t","neutral","right","right",0.7929
"rt5t","neutral","left","left",0.4091
"rt5t","neutral","left","left",0.7251
"rt5t","speed","right","left",0.2802
"rt5t","neutral","right","left",0.3128
"rt5t","accuracy","right","right",1.399
"rt5t","speed","left","left",0.4881
"rt5t","neutral","right","left",1.0515
"rt5t","speed","right","right",0.335
"rt5t","accuracy","left","right",0.5308
"rt5t","accuracy","right","right",0.473
"rt5t","accuracy","left","left",0.4066
"rt5t","speed","left","left",0.336
"rt5t","neutral","left","left",0.7042
"rt5t","neutral","left","right",0.8125
"rt5t","speed","right","left",0.8352
"rt5t","speed","right","right",0.4334
"rt5t","accuracy","left","left",0.5557
"rt5t","neutral","left","left",0.8075
"rt5t","speed","left","left",0.3708
"rt5t","neutral","right","left",0.453
"rt5t","neutral","left","left",1.4657
"rt5t","accuracy","left","left",0.6626
"rt5t","neutral","left","right",0.5175
"rt5t","accuracy","right","right",0.4345
"rt5t","neutral","right","right",1.0832
"rt5t","neutral","right","right",0.3905
"rt5t","speed","left","left",0.7658
"rt5t","accuracy","right","left",0.7476
"rt5t","neutral","right","right",0.443
"rt5t","speed","left","left",0.4841
"rt5t","accuracy","left","left",0.7317
"rt5t","accuracy","left","right",0.8061
"rt5t","neutral","right","left",0.2949
"rt5t","speed","right","left",0.2787
"rt5t","accuracy","right","right",0.5784
"rt5t","speed","right","right",0.7998
"rt5t","speed","left","left",0.2692
"rt5t","speed","left","left",0.7733
"rt5t","speed","right","left",0.989
"rt5t","accuracy","right","left",0.9553
"rt5t","neutral","right","left",0.5118
"rt5t","accuracy","right","right",0.3804
"rt5t","accuracy","right","right",0.555
"rt5t","speed","right","left",0.3487
"rt5t","speed","left","left",0.315
"rt5t","accuracy","left","right",0.4474
"rt5t","accuracy","left","right",0.4778
"rt5t","speed","left","left",0.7753
"rt5t","neutral","right","right",0.4376
"rt5t","speed","left","left",0.6684
"rt5t","accuracy","right","right",0.6032
"rt5t","speed","left","right",0.371
"rt5t","neutral","left","right",0.3549
"rt5t","speed","left","left",0.5781
"rt5t","neutral","right","right",1.2391
"rt5t","speed","left","left",0.2749
"rt5t","neutral","left","left",0.4592
"rt5t","neutral","left","right",0.7226
"rt5t","speed","right","left",0.3652
"rt5t","accuracy","left","right",0.5325
"rt5t","accuracy","left","right",0.4843
"rt5t","speed","right","left",0.3278
"rt5t","neutral","left","left",0.3255
"rt5t","speed","left","left",0.3702
"rt5t","neutral","right","left",1.1014
"rt5t","accuracy","left","left",0.8514
"rt5t","speed","right","left",0.7827
"rt5t","accuracy","left","left",0.9344
"rt5t","neutral","left","left",0.711
"rt5t","speed","right","right",0.3034
"rt5t","neutral","right","right",0.5587
"rt5t","speed","left","left",0.6644
"rt5t","speed","right","left",0.5064
"rt5t","speed","right","right",0.5893
"rt5t","speed","right","left",0.6513
"rt5t","speed","right","left",0.5761
"rt5t","neutral","right","right",0.4683
"rt5t","speed","right","right",0.6814
"rt5t","neutral","right","right",0.4731
"rt5t","accuracy","left","right",0.4661
"rt5t","speed","right","right",0.3679
"rt5t","accuracy","right","right",0.3292
"rt5t","accuracy","right","right",0.5301
"rt5t","accuracy","right","right",0.7521
"rt5t","neutral","left","right",0.4246
"rt5t","accuracy","right","right",0.2765
"rt5t","accuracy","right","right",0.3486
"rt5t","speed","left","right",0.295
"rt5t","accuracy","left","left",0.8523
"rt5t","accuracy","right","left",0.7271
"rt5t","speed","right","right",0.4727
"rt5t","accuracy","right","right",0.318
"rt5t","neutral","left","right",0.5013
"rt5t","neutral","right","right",0.5735
"rt5t","accuracy","right","right",0.4836
"rt5t","speed","right","left",0.2854
"rt5t","accuracy","left","right",0.9677
"rt5t","neutral","left","left",0.4042
"rt5t","speed","left","left",0.5235
"rt5t","accuracy","left","right",0.5494
"rt5t","speed","right","left",0.3224
"rt5t","neutral","right","left",0.4669
"rt5t","speed","left","left",0.8074
"rt5t","neutral","right","left",0.4044
"rt5t","neutral","right","left",0.3742
"rt5t","accuracy","left","left",0.4893
"rt5t","neutral","right","left",0.46
